10000	9000	0	0	4000	4000	0	9000	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	10000	6000	10000	9000	6000	8000	6000	0	0	0	0	4000	6000	8000	9000	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	12000	14000	15000	6000	9000	6000	0	0	4000	6000	12000	0	
0	0	4000	6000	0	0	9000	6000	4000	9000	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6000	0	10000	4000	4000	
6000	0	0	0	4000	0	0	0	4000	0	0	0	4000	0	0	0	4000	0	0	0	9000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6000	6000	0	0	0	0	
4000	0	0	0	0	6000	0	0	0	0	0	0	0	0	0	0	4000	9000	0	0	0	
